speech_party,date,month,month_start,speech_rows,speech_label_type,mpds_party_id,mpds_partyname,mpds_partyabbrev,manifesto_countryname,manifesto_partyname,manifesto_partyabbrev,manifesto_date,edate,manifesto_month_start,manifesto_effective_date,doc_key,selection_method
TOP09,2017-11-30,2017-11,2017-11-01,2,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2017-12-05,2017-12,2017-12-01,118,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2017-12-05,2017-12,2017-12-01,8,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2017-12-05,2017-12,2017-12-01,7,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2017-12-05,2017-12,2017-12-01,144,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2017-12-05,2017-12,2017-12-01,67,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2017-12-05,2017-12,2017-12-01,20,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2017-12-05,2017-12,2017-12-01,1,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2017-12-05,2017-12,2017-12-01,5,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2017-12-05,2017-12,2017-12-01,43,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2017-12-12,2017-12,2017-12-01,101,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2017-12-12,2017-12,2017-12-01,13,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2017-12-12,2017-12,2017-12-01,21,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2017-12-12,2017-12,2017-12-01,40,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2017-12-12,2017-12,2017-12-01,26,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2017-12-12,2017-12,2017-12-01,39,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2017-12-12,2017-12,2017-12-01,22,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
TOP09,2017-12-12,2017-12,2017-12-01,15,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2017-12-15,2017-12,2017-12-01,58,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2017-12-15,2017-12,2017-12-01,35,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2017-12-15,2017-12,2017-12-01,32,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2017-12-15,2017-12,2017-12-01,41,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2017-12-15,2017-12,2017-12-01,76,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2017-12-15,2017-12,2017-12-01,34,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2017-12-15,2017-12,2017-12-01,12,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2017-12-15,2017-12,2017-12-01,17,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2017-12-15,2017-12,2017-12-01,38,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2017-12-19,2017-12,2017-12-01,108,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2017-12-19,2017-12,2017-12-01,6,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2017-12-19,2017-12,2017-12-01,37,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2017-12-19,2017-12,2017-12-01,140,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2017-12-19,2017-12,2017-12-01,87,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2017-12-19,2017-12,2017-12-01,24,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2017-12-19,2017-12,2017-12-01,3,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2017-12-19,2017-12,2017-12-01,21,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2017-12-19,2017-12,2017-12-01,28,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2018-01-10,2018-01,2018-01-01,4,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2018-01-10,2018-01,2018-01-01,41,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2018-01-10,2018-01,2018-01-01,42,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2018-01-10,2018-01,2018-01-01,36,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2018-01-10,2018-01,2018-01-01,51,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2018-01-10,2018-01,2018-01-01,53,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2018-01-10,2018-01,2018-01-01,12,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2018-01-10,2018-01,2018-01-01,32,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2018-01-10,2018-01,2018-01-01,49,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2018-01-16,2018-01,2018-01-01,11,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2018-01-16,2018-01,2018-01-01,8,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2018-01-16,2018-01,2018-01-01,25,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2018-01-16,2018-01,2018-01-01,4,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2018-01-16,2018-01,2018-01-01,28,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2018-01-16,2018-01,2018-01-01,16,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
STAN,2018-01-16,2018-01,2018-01-01,1,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2018-01-16,2018-01,2018-01-01,7,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2018-01-17,2018-01,2018-01-01,63,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2018-01-17,2018-01,2018-01-01,13,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2018-01-17,2018-01,2018-01-01,61,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2018-01-17,2018-01,2018-01-01,37,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2018-01-17,2018-01,2018-01-01,46,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2018-01-17,2018-01,2018-01-01,29,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2018-01-17,2018-01,2018-01-01,98,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
TOP09,2018-01-17,2018-01,2018-01-01,32,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2018-01-18,2018-01,2018-01-01,86,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2018-01-18,2018-01,2018-01-01,17,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2018-01-18,2018-01,2018-01-01,8,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2018-01-18,2018-01,2018-01-01,37,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2018-01-18,2018-01,2018-01-01,16,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2018-01-18,2018-01,2018-01-01,1,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2018-01-18,2018-01,2018-01-01,25,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2018-01-18,2018-01,2018-01-01,46,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2018-01-19,2018-01,2018-01-01,121,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2018-01-19,2018-01,2018-01-01,68,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2018-01-19,2018-01,2018-01-01,21,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2018-01-19,2018-01,2018-01-01,13,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
ODS,2018-01-19,2018-01,2018-01-01,28,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date
Piráti,2018-01-19,2018-01,2018-01-01,29,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date
SPD,2018-01-19,2018-01,2018-01-01,12,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date
STAN,2018-01-19,2018-01,2018-01-01,9,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date
TOP09,2018-01-19,2018-01,2018-01-01,9,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date
ANO2011,2018-01-23,2018-01,2018-01-01,64,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date
CSSD,2018-01-23,2018-01,2018-01-01,28,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date
KDU-ČSL,2018-01-23,2018-01,2018-01-01,36,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date
KSCM,2018-01-23,2018-01,2018-01-01,11,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date
