speech_party,month,month_start,speech_label_type,mpds_party_id,mpds_partyname,mpds_partyabbrev,manifesto_countryname,manifesto_partyname,manifesto_partyabbrev,manifesto_date,edate,manifesto_month_start,manifesto_effective_date,doc_key,selection_method,speech_rows,speech_dates,speech_start_date,speech_end_date
SPD,2020-08,2020-08-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,20,1,2020-08-19,2020-08-19
STAN,2020-08,2020-08-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,12,1,2020-08-19,2020-08-19
TOP09,2020-08,2020-08-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,19,1,2020-08-19,2020-08-19
ANO2011,2020-09,2020-09-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,413,6,2020-09-15,2020-09-30
CSSD,2020-09,2020-09-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,121,5,2020-09-15,2020-09-30
KDU-ČSL,2020-09,2020-09-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,241,7,2020-09-10,2020-09-30
KSCM,2020-09,2020-09-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,175,7,2020-09-10,2020-09-30
ODS,2020-09,2020-09-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,520,7,2020-09-10,2020-09-30
Piráti,2020-09,2020-09-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,474,7,2020-09-10,2020-09-30
SPD,2020-09,2020-09-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,154,7,2020-09-10,2020-09-30
STAN,2020-09,2020-09-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,174,7,2020-09-10,2020-09-30
TOP09,2020-09,2020-09-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,226,7,2020-09-10,2020-09-30
ANO2011,2020-10,2020-10-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,471,8,2020-10-01,2020-10-30
CSSD,2020-10,2020-10-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,289,8,2020-10-01,2020-10-30
KDU-ČSL,2020-10,2020-10-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,206,8,2020-10-01,2020-10-30
KSCM,2020-10,2020-10-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,310,8,2020-10-01,2020-10-30
ODS,2020-10,2020-10-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,514,8,2020-10-01,2020-10-30
Piráti,2020-10,2020-10-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,588,8,2020-10-01,2020-10-30
SPD,2020-10,2020-10-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,276,7,2020-10-07,2020-10-30
STAN,2020-10,2020-10-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,177,8,2020-10-01,2020-10-30
TOP09,2020-10,2020-10-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,151,8,2020-10-01,2020-10-30
ANO2011,2020-11,2020-11-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,365,7,2020-11-05,2020-11-20
CSSD,2020-11,2020-11-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,423,8,2020-11-05,2020-11-26
KDU-ČSL,2020-11,2020-11-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,494,8,2020-11-05,2020-11-26
KSCM,2020-11,2020-11-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,302,8,2020-11-05,2020-11-26
ODS,2020-11,2020-11-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,611,8,2020-11-05,2020-11-26
Piráti,2020-11,2020-11-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,551,8,2020-11-05,2020-11-26
SPD,2020-11,2020-11-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,152,8,2020-11-05,2020-11-26
STAN,2020-11,2020-11-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,152,8,2020-11-05,2020-11-26
TOP09,2020-11,2020-11-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,226,8,2020-11-05,2020-11-26
ANO2011,2020-12,2020-12-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,321,11,2020-12-01,2020-12-22
CSSD,2020-12,2020-12-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,479,11,2020-12-01,2020-12-22
KDU-ČSL,2020-12,2020-12-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,348,11,2020-12-01,2020-12-22
KSCM,2020-12,2020-12-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,461,11,2020-12-01,2020-12-22
ODS,2020-12,2020-12-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,568,11,2020-12-01,2020-12-22
Piráti,2020-12,2020-12-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,376,11,2020-12-01,2020-12-22
SPD,2020-12,2020-12-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,375,11,2020-12-01,2020-12-22
STAN,2020-12,2020-12-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,183,10,2020-12-01,2020-12-22
TOP09,2020-12,2020-12-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,256,11,2020-12-01,2020-12-22
ANO2011,2021-01,2021-01-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,559,7,2021-01-19,2021-01-29
CSSD,2021-01,2021-01-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,320,7,2021-01-19,2021-01-29
KDU-ČSL,2021-01,2021-01-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,213,8,2021-01-19,2021-01-29
KSCM,2021-01,2021-01-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,265,7,2021-01-19,2021-01-29
ODS,2021-01,2021-01-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,334,8,2021-01-19,2021-01-29
Piráti,2021-01,2021-01-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,361,7,2021-01-19,2021-01-29
SPD,2021-01,2021-01-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,145,8,2021-01-19,2021-01-29
STAN,2021-01,2021-01-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,38,4,2021-01-19,2021-01-26
TOP09,2021-01,2021-01-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,186,8,2021-01-19,2021-01-29
ANO2011,2021-02,2021-02-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,452,7,2021-02-09,2021-02-26
CSSD,2021-02,2021-02-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,226,7,2021-02-09,2021-02-26
KDU-ČSL,2021-02,2021-02-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,284,6,2021-02-09,2021-02-26
KSCM,2021-02,2021-02-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,214,7,2021-02-09,2021-02-26
ODS,2021-02,2021-02-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,298,7,2021-02-09,2021-02-26
Piráti,2021-02,2021-02-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,352,7,2021-02-09,2021-02-26
SPD,2021-02,2021-02-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,212,7,2021-02-09,2021-02-26
STAN,2021-02,2021-02-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,85,6,2021-02-09,2021-02-26
TOP09,2021-02,2021-02-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,389,7,2021-02-09,2021-02-26
ANO2011,2021-03,2021-03-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,432,9,2021-03-02,2021-03-26
CSSD,2021-03,2021-03-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,200,9,2021-03-02,2021-03-26
KDU-ČSL,2021-03,2021-03-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,372,9,2021-03-02,2021-03-26
KSCM,2021-03,2021-03-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,202,8,2021-03-02,2021-03-26
ODS,2021-03,2021-03-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,539,9,2021-03-02,2021-03-26
Piráti,2021-03,2021-03-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,473,9,2021-03-02,2021-03-26
SPD,2021-03,2021-03-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,233,9,2021-03-02,2021-03-26
STAN,2021-03,2021-03-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,82,7,2021-03-02,2021-03-23
TOP09,2021-03,2021-03-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,248,8,2021-03-02,2021-03-26
ANO2011,2021-04,2021-04-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,959,11,2021-04-01,2021-04-29
CSSD,2021-04,2021-04-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,406,11,2021-04-01,2021-04-29
KDU-ČSL,2021-04,2021-04-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,531,11,2021-04-01,2021-04-29
KSCM,2021-04,2021-04-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,183,11,2021-04-01,2021-04-29
ODS,2021-04,2021-04-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,508,11,2021-04-01,2021-04-29
Piráti,2021-04,2021-04-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,601,11,2021-04-01,2021-04-29
SPD,2021-04,2021-04-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,419,11,2021-04-01,2021-04-29
STAN,2021-04,2021-04-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,132,9,2021-04-01,2021-04-29
TOP09,2021-04,2021-04-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,216,11,2021-04-01,2021-04-29
ANO2011,2021-05,2021-05-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,674,9,2021-05-04,2021-05-28
CSSD,2021-05,2021-05-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,257,9,2021-05-04,2021-05-28
KDU-ČSL,2021-05,2021-05-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,368,9,2021-05-04,2021-05-28
KSCM,2021-05,2021-05-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,174,8,2021-05-04,2021-05-27
ODS,2021-05,2021-05-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,366,9,2021-05-04,2021-05-28
Piráti,2021-05,2021-05-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,600,9,2021-05-04,2021-05-28
SPD,2021-05,2021-05-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,440,9,2021-05-04,2021-05-28
STAN,2021-05,2021-05-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,85,5,2021-05-04,2021-05-26
TOP09,2021-05,2021-05-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,114,6,2021-05-06,2021-05-27
ANO2011,2021-06,2021-06-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,822,10,2021-06-01,2021-06-23
CSSD,2021-06,2021-06-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,176,10,2021-06-01,2021-06-23
KDU-ČSL,2021-06,2021-06-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,259,10,2021-06-01,2021-06-23
KSCM,2021-06,2021-06-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,200,9,2021-06-01,2021-06-23
ODS,2021-06,2021-06-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,442,10,2021-06-01,2021-06-23
Piráti,2021-06,2021-06-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,479,10,2021-06-01,2021-06-23
SPD,2021-06,2021-06-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,279,10,2021-06-01,2021-06-23
STAN,2021-06,2021-06-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,112,8,2021-06-01,2021-06-18
TOP09,2021-06,2021-06-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,190,10,2021-06-01,2021-06-23
ANO2011,2021-07,2021-07-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,649,9,2021-07-07,2021-07-30
CSSD,2021-07,2021-07-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,221,9,2021-07-07,2021-07-30
KDU-ČSL,2021-07,2021-07-01,party,82523,Christian and Democratic Union - Czech People's Party,KDU-ČSL,Czech Republic,Christian and Democratic Union - Czech People's Party,KDU-ČSL,201710,21/10/2017,2017-10-01,2017-10-21,82523_201710,latest_manifesto_on_or_before_speech_date,360,9,2021-07-07,2021-07-30
KSCM,2021-07,2021-07-01,party,82220,Communist Party of Bohemia and Moravia,KSČM,Czech Republic,Communist Party of Bohemia and Moravia,KSČM,201710,21/10/2017,2017-10-01,2017-10-21,82220_201710,latest_manifesto_on_or_before_speech_date,185,9,2021-07-07,2021-07-30
ODS,2021-07,2021-07-01,party,82413,Civic Democratic Party,ODS,Czech Republic,Civic Democratic Party,ODS,201710,21/10/2017,2017-10-01,2017-10-21,82413_201710,latest_manifesto_on_or_before_speech_date,197,9,2021-07-07,2021-07-30
Piráti,2021-07,2021-07-01,party,82953,Czech Pirate Party,Piráti,Czech Republic,Czech Pirate Party,Piráti,201710,21/10/2017,2017-10-01,2017-10-21,82953_201710,latest_manifesto_on_or_before_speech_date,546,9,2021-07-07,2021-07-30
SPD,2021-07,2021-07-01,party,82721,Freedom and Direct Democracy,SPD,Czech Republic,Freedom and Direct Democracy,SPD,201710,21/10/2017,2017-10-01,2017-10-21,82721_201710,latest_manifesto_on_or_before_speech_date,385,9,2021-07-07,2021-07-30
STAN,2021-07,2021-07-01,party,82610,Mayors and Independents,STAN,Czech Republic,Mayors and Independents,STAN,201710,21/10/2017,2017-10-01,2017-10-21,82610_201710,latest_manifesto_on_or_before_speech_date,68,5,2021-07-07,2021-07-28
TOP09,2021-07,2021-07-01,party,82530,"Tradition, Responsibility, Prosperity 09",TOP09,Czech Republic,"Tradition, Responsibility, Prosperity 09",TOP09,201710,21/10/2017,2017-10-01,2017-10-21,82530_201710,latest_manifesto_on_or_before_speech_date,45,8,2021-07-07,2021-07-30
ANO2011,2021-08,2021-08-01,party,82430,ANO 2011,ANO,Czech Republic,ANO 2011,ANO,201710,21/10/2017,2017-10-01,2017-10-21,82430_201710,latest_manifesto_on_or_before_speech_date,113,1,2021-08-06,2021-08-06
CSSD,2021-08,2021-08-01,party,82320,Czech Social Democratic Party,ČSSD,Czech Republic,Czech Social Democratic Party,ČSSD,201710,21/10/2017,2017-10-01,2017-10-21,82320_201710,latest_manifesto_on_or_before_speech_date,14,1,2021-08-06,2021-08-06
